-182.249, 59.812, 3.548, 16.530
-182.240, 59.592, 3.570, 16.780
-182.224, 59.233, 3.605, 16.812
-182.219, 59.118, 3.617, 16.874
-182.210, 58.892, 3.640, 17.111
-182.194, 58.526, 3.676, 17.145
-182.189, 58.402, 3.689, 17.205
-182.180, 58.181, 3.710, 17.451
-182.165, 57.808, 3.747, 17.483
-182.161, 57.687, 3.759, 17.544
-182.151, 57.456, 3.782, 17.787
-182.137, 57.076, 3.821, 17.819
-182.132, 56.952, 3.833, 17.879
-182.123, 56.719, 3.856, 18.129
-182.108, 56.332, 3.894, 18.161
-182.104, 56.207, 3.907, 18.222
-182.095, 55.970, 3.930, 18.462
-182.081, 55.575, 3.969, 18.493
-182.077, 55.450, 3.981, 18.561
-182.067, 55.179, 4.008, 18.798
-182.053, 54.776, 4.048, 18.833
-182.048, 54.634, 4.062, 18.893
-182.040, 54.390, 4.086, 19.127
-182.026, 53.979, 4.125, 19.160
-182.022, 53.842, 4.139, 19.220
-182.014, 53.591, 4.164, 19.470
-182.000, 53.172, 4.205, 19.502
-181.996, 53.039, 4.218, 19.564
-181.988, 52.777, 4.244, 19.808
-181.975, 52.350, 4.286, 19.840
-181.971, 52.214, 4.299, 19.901
-181.963, 51.949, 4.326, 20.153
-181.950, 51.514, 4.369, 20.185
-181.946, 51.375, 4.383, 20.247
-181.938, 51.104, 4.409, 20.493
-181.925, 50.660, 4.453, 20.525
-181.921, 50.518, 4.468, 20.586
-181.914, 50.244, 4.495, 20.829
-181.901, 49.792, 4.540, 20.862
-181.897, 49.643, 4.555, 20.923
-181.890, 49.364, 4.583, 21.194
-181.878, 48.903, 4.629, 21.226
-181.874, 48.756, 4.643, 21.287
-181.867, 48.472, 4.671, 21.547
-181.855, 48.002, 4.718, 21.579
-181.851, 47.849, 4.733, 21.640
-181.844, 47.558, 4.762, 21.907
-181.833, 47.079, 4.811, 21.939
-181.829, 46.922, 4.826, 22.000
-181.822, 46.627, 4.855, 22.267
-181.811, 46.139, 4.903, 22.301
-181.808, 45.974, 4.920, 22.363
-181.801, 45.668, 4.951, 22.621
-181.790, 45.170, 5.001, 22.653
-181.787, 45.009, 5.017, 22.714
-181.780, 44.705, 5.047, 22.973
-181.769, 44.197, 5.096, 23.005
-181.766, 44.036, 5.106, 23.065
-181.760, 43.728, 5.101, 23.323
-181.750, 43.220, 5.069, 23.355
-181.746, 43.060, 5.071, 23.415
-181.740, 42.753, 5.117, 23.685
-181.730, 42.236, 5.198, 23.717
-181.727, 42.067, 5.230, 23.778
-181.721, 41.747, 5.306, 24.047
-181.711, 41.210, 5.395, 24.079
-181.708, 41.037, 5.420, 24.140
-181.702, 40.706, 5.469, 24.385
-181.693, 40.156, 5.515, 24.418
-181.690, 39.973, 5.527, 24.478
-181.684, 39.640, 5.578, 24.723
-181.675, 39.078, 5.639, 24.754
-181.672, 38.902, 5.654, 24.815
-181.666, 38.556, 5.699, 25.059
-181.657, 37.984, 5.741, 25.090
-181.654, 37.803, 5.753, 25.151
-181.649, 37.451, 5.800, 25.404
-181.640, 36.868, 5.852, 25.435
-181.637, 36.683, 5.866, 25.495
-181.632, 36.330, 5.913, 25.746
-181.623, 35.735, 5.967, 25.778
-181.621, 35.546, 5.979, 25.838
-181.616, 35.187, 6.023, 26.079
-181.607, 34.581, 6.077, 26.111
-181.605, 34.387, 6.089, 26.172
-181.600, 34.016, 6.132, 26.413
-181.592, 33.399, 6.188, 26.445
-181.589, 33.198, 6.203, 26.505
-181.584, 32.823, 6.247, 26.764
-181.576, 32.194, 6.313, 26.796
-181.574, 31.993, 6.328, 26.856
-181.569, 31.610, 6.369, 27.106
-181.562, 30.969, 6.430, 27.139
-181.559, 30.754, 6.445, 27.198
-181.555, 30.372, 6.485, 27.442
-181.548, 29.719, 6.558, 27.476
-181.546, 29.497, 6.585, 27.535
-181.542, 29.108, 6.631, 27.774
-181.535, 28.441, 6.691, 27.812
-181.532, 28.189, 6.711, 27.866
-181.529, 27.826, 6.744, 28.127
-181.522, 27.148, 6.805, 28.160
-181.520, 26.924, 6.825, 28.219
-181.516, 26.520, 6.865, 28.467
-181.510, 25.829, 6.932, 28.501
-181.508, 25.595, 6.954, 28.559
-181.504, 25.193, 6.995, 28.802
-181.498, 24.490, 7.065, 28.834
-181.496, 24.263, 7.087, 28.895
-181.492, 23.831, 7.130, 29.145
-181.486, 23.114, 7.200, 29.177
-181.484, 22.887, 7.222, 29.238
-181.481, 22.447, 7.267, 29.487
-181.475, 21.716, 7.340, 29.519
-181.473, 21.484, 7.363, 29.579
-181.470, 21.043, 7.407, 29.823
-181.464, 20.298, 7.482, 29.857
-181.463, 20.045, 7.507, 29.914
-181.459, 19.617, 7.550, 30.165
-181.454, 18.857, 7.627, 30.197
-181.452, 18.611, 7.652, 30.256
-181.449, 18.160, 7.696, 30.502
-181.444, 17.386, 7.773, 30.533
-181.442, 17.143, 7.798, 30.591
-181.439, 16.685, 7.844, 30.844
-181.434, 15.896, 7.924, 30.875
-181.433, 15.652, 7.949, 30.935
-181.430, 15.176, 7.996, 31.210
-181.425, 14.372, 8.076, 31.243
-181.423, 14.106, 8.103, 31.300
-181.420, 13.643, 8.149, 31.579
-181.415, 12.823, 8.231, 31.611
-181.414, 12.557, 8.258, 31.669
-181.411, 12.079, 8.306, 31.942
-181.406, 11.244, 8.390, 31.973
-181.405, 10.980, 8.417, 32.032
-181.402, 10.483, 8.467, 32.308
-181.397, 9.632, 8.553, 32.340
-181.396, 9.356, 8.581, 32.398
-181.393, 8.853, 8.631, 32.672
-181.389, 7.985, 8.717, 32.703
-181.387, 7.713, 8.745, 32.761
-181.385, 7.203, 8.796, 33.035
-181.380, 6.318, 8.885, 33.066
-181.379, 6.040, 8.913, 33.124
-181.376, 5.524, 8.965, 33.381
-181.372, 4.622, 9.055, 33.412
-181.371, 4.336, 9.083, 33.470
-181.368, 3.812, 9.136, 33.722
-181.364, 2.893, 9.227, 33.754
-181.363, 2.596, 9.257, 33.811
-181.360, 2.061, 9.310, 34.054
-181.356, 1.125, 9.404, 34.086
-181.354, 0.824, 9.434, 34.142
-181.352, 0.293, 9.487, 34.398
-181.348, -0.661, 9.582, 34.429
-181.347, -0.963, 9.612, 34.484
-181.344, -1.497, 9.666, 34.733
-181.340, -2.470, 9.763, 34.764
-181.339, -2.772, 9.793, 34.820
-181.336, -3.321, 9.848, 35.078
-181.332, -4.311, 9.948, 35.108
-181.331, -4.613, 9.978, 35.164
-181.328, -5.177, 10.034, 35.414
-181.324, -6.186, 10.135, 35.445
-181.323, -6.496, 10.166, 35.501
-181.321, -7.066, 10.223, 35.758
-181.316, -8.094, 10.326, 35.789
-181.315, -8.416, 10.358, 35.844
-181.313, -8.987, 10.415, 36.097
-181.308, -10.034, 10.519, 36.128
-181.307, -10.359, 10.552, 36.183
-181.305, -10.942, 10.611, 36.438
-181.300, -12.010, 10.718, 36.470
-181.299, -12.355, 10.753, 36.524
-181.296, -12.938, 10.811, 36.754
-181.292, -14.025, 10.919, 36.786
-181.291, -14.373, 10.953, 36.840
-181.288, -14.966, 11.013, 37.087
-181.284, -16.074, 11.123, 37.118
-181.282, -16.425, 11.158, 37.173
-181.280, -17.038, 11.220, 37.421
-181.275, -18.167, 11.333, 37.453
-181.274, -18.530, 11.370, 37.507
-181.271, -19.142, 11.431, 37.754
-181.266, -20.292, 11.546, 37.786
-181.265, -20.660, 11.583, 37.839
-181.262, -21.278, 11.645, 38.096
-181.257, -22.450, 11.763, 38.129
-181.256, -22.839, 11.802, 38.184
-181.253, -23.488, 11.868, 38.443
-181.248, -24.682, 11.988, 38.476
-181.246, -25.073, 12.028, 38.531
-181.243, -25.738, 12.095, 38.802
-181.238, -26.955, 12.217, 38.833
-181.237, -27.339, 12.256, 38.889
-181.234, -28.024, 12.324, 39.133
-181.228, -29.263, 12.450, 39.171
-181.226, -29.743, 12.498, 39.225
-181.223, -30.421, 12.566, 39.482
-181.218, -31.685, 12.693, 39.514
-181.216, -32.097, 12.734, 39.569
-181.213, -32.799, 12.805, 39.825
-181.207, -34.087, 12.934, 39.857
-181.205, -34.505, 12.976, 39.912
-181.202, -35.224, 13.048, 40.167
-181.196, -36.537, 13.180, 40.205
-181.194, -37.043, 13.230, 40.258
-181.190, -37.742, 13.300, 40.591
-181.184, -39.080, 13.435, 40.623
-181.182, -39.513, 13.478, 40.678
-181.179, -40.254, 13.553, 40.933
-181.172, -41.618, 13.690, 40.965
-181.170, -42.055, 13.734, 41.021
-181.166, -42.820, 13.811, 41.278
-181.160, -44.210, 13.950, 41.312
-181.157, -44.680, 13.997, 41.365
-181.154, -45.427, 14.072, 41.624
-181.147, -46.843, 14.213, 41.657
-181.144, -47.313, 14.260, 41.710
-181.141, -48.072, 14.336, 41.965
-181.133, -49.514, 14.480, 41.998
-181.131, -49.989, 14.528, 42.051
-181.127, -50.765, 14.606, 42.321
-181.119, -52.235, 14.753, 42.355
-181.117, -52.733, 14.803, 42.407
-181.113, -53.513, 14.881, 42.697
-181.105, -55.010, 15.031, 42.733
-181.102, -55.559, 15.086, 42.785
-181.098, -56.349, 15.165, 43.036
-181.089, -57.874, 15.318, 43.069
-181.087, -58.388, 15.370, 43.121
-181.082, -59.197, 15.451, 43.369
-181.074, -60.751, 15.605, 43.409
-181.070, -61.375, 15.668, 43.462
-181.066, -62.204, 15.751, 43.708
-181.057, -63.789, 15.909, 43.741
-181.054, -64.312, 15.962, 43.794
-181.049, -65.158, 16.046, 44.039
-181.039, -66.772, 16.208, 44.072
-181.036, -67.307, 16.261, 44.125
-181.031, -68.172, 16.348, 44.392
-181.022, -69.817, 16.512, 44.425
-181.018, -70.369, 16.568, 44.477
-181.013, -71.227, 16.654, 44.725
-181.003, -72.903, 16.821, 44.757
-181.000, -73.451, 16.876, 44.810
-180.994, -74.350, 16.966, 45.061
-180.984, -76.056, 17.137, 45.093
-180.980, -76.609, 17.192, 45.146
-180.974, -77.517, 17.283, 45.398
-180.963, -79.256, 17.457, 45.431
-180.960, -79.831, 17.515, 45.483
-180.954, -80.743, 17.606, 45.741
-180.942, -82.514, 17.783, 45.773
-180.939, -83.092, 17.840, 45.825
-180.932, -84.023, 17.933, 46.089
-180.921, -85.827, 18.114, 46.122
-180.917, -86.421, 18.174, 46.173
-180.910, -87.358, 18.268, 46.419
-180.898, -89.194, 18.422, 46.452
-180.894, -89.805, 18.457, 46.503
-180.887, -90.752, 18.459, 46.745
-180.874, -92.587, 18.298, 46.776
-180.870, -93.158, 18.216, 46.829
-180.864, -94.110, 18.071, 47.082
-180.851, -95.898, 17.797, 47.113
-180.847, -96.454, 17.710, 47.164
-180.840, -97.357, 17.587, 47.416
-180.827, -99.105, 17.423, 47.450
-180.822, -99.696, 17.389, 47.502
-180.815, -100.596, 17.357, 47.757
-180.802, -102.332, 17.350, 47.790
-180.797, -102.914, 17.359, 47.842
-180.790, -103.809, 17.360, 48.101
-180.776, -105.545, 17.350, 48.134
-180.771, -106.123, 17.344, 48.184
-180.764, -106.994, 17.310, 48.461
-180.750, -108.719, 17.212, 48.493
-180.746, -109.277, 17.178, 48.544
-180.738, -110.149, 17.129, 48.794
-180.724, -111.855, 17.030, 48.832
-180.719, -112.502, 16.993, 48.885
-180.711, -113.399, 16.946, 49.146
-180.697, -115.088, 16.858, 49.179
-180.692, -115.646, 16.829, 49.229
-180.685, -116.483, 16.785, 49.490
-180.671, -118.156, 16.697, 49.524
-180.666, -118.716, 16.667, 49.574
-180.658, -119.555, 16.624, 49.822
-180.644, -121.212, 16.538, 49.856
-180.639, -121.776, 16.509, 49.905
-180.632, -122.580, 16.468, 50.145
-180.617, -124.222, 16.384, 50.181
-180.612, -124.809, 16.354, 50.228
-180.605, -125.579, 16.315, 50.482
-180.590, -127.206, 16.232, 50.882
-180.575, -128.824, 16.147, 50.918
-180.570, -129.411, 16.117, 50.964
-180.563, -130.150, 16.080, 51.266
-180.548, -131.753, 15.999, 51.301
-180.543, -132.316, 15.971, 51.349
-180.535, -133.075, 15.933, 51.607
-180.520, -134.664, 15.852, 51.641
-180.515, -135.201, 15.825, 51.690
-180.508, -135.977, 15.786, 52.090
-180.493, -137.551, 15.706, 52.125
-180.487, -138.104, 15.678, 52.173
-180.480, -138.853, 15.640, 52.427
-180.465, -140.413, 15.562, 52.460
-180.460, -140.918, 15.537, 52.508
-180.452, -141.662, 15.499, 52.908
-180.437, -143.207, 15.422, 52.940
-180.432, -143.706, 15.397, 52.987
-180.424, -144.429, 15.361, 53.245
-180.409, -145.961, 15.284, 53.279
-180.403, -146.479, 15.258, 53.327
-180.396, -147.212, 15.221, 53.584
-180.380, -148.730, 15.145, 53.617
-180.375, -149.225, 15.120, 53.664
-180.367, -149.935, 15.085, 53.916
-180.351, -151.439, 15.010, 54.316
-180.335, -152.935, 14.935, 54.352
-180.329, -153.474, 14.908, 54.398
-180.322, -154.152, 14.874, 54.648
-180.305, -155.635, 14.799, 54.682
-180.300, -156.141, 14.774, 54.729
-180.292, -156.834, 14.739, 54.981
-180.275, -158.303, 14.666, 55.381
-180.259, -159.766, 14.593, 55.415
-180.253, -160.259, 14.568, 55.462
-180.245, -160.942, 14.534, 55.722
-180.228, -162.391, 14.461, 55.756
-180.222, -162.883, 14.436, 55.802
-180.214, -163.553, 14.403, 56.052
-180.196, -164.989, 14.332, 56.086
-180.191, -165.471, 14.308, 56.135
-180.182, -166.167, 14.273, 56.374
-180.164, -167.590, 14.201, 56.408
-180.158, -168.074, 14.177, 56.454
-180.150, -168.723, 14.145, 56.698
-180.131, -170.133, 14.075, 56.731
-180.125, -170.596, 14.052, 56.778
-180.117, -171.253, 14.019, 57.027
-180.098, -172.651, 13.949, 57.059
-180.091, -173.102, 13.927, 57.105
-180.083, -173.738, 13.895, 57.360
-180.063, -175.123, 13.826, 57.393
-180.056, -175.586, 13.803, 57.439
-180.047, -176.214, 13.772, 57.711
-180.026, -177.587, 13.703, 57.745
-180.019, -178.048, 13.680, 57.792
-180.008, -178.686, 13.648, 58.050
-179.983, -180.046, 13.580, 58.083
-179.974, -180.500, 13.557, 58.129
-179.961, -181.124, 13.526, 58.382
-179.927, -182.472, 13.459, 58.416
-179.915, -182.926, 13.436, 58.460
-179.897, -183.520, 13.406, 58.721
-179.849, -184.856, 13.339, 58.754
-179.832, -185.295, 13.317, 58.802
-179.804, -185.928, 13.286, 59.052
-179.738, -187.251, 13.220, 59.084
-179.714, -187.677, 13.198, 59.130
-179.677, -188.287, 13.168, 59.382
-179.587, -189.597, 13.102, 59.414
-179.555, -190.015, 13.082, 59.463
-179.504, -190.648, 13.050, 59.724
-179.386, -191.943, 12.984, 59.758
-179.343, -192.378, 12.962, 59.806
-179.278, -192.989, 12.932, 60.060
-179.129, -194.270, 12.868, 60.093
-179.076, -194.691, 12.847, 60.140
-178.997, -195.292, 12.816, 60.393
-178.815, -196.557, 12.753, 60.425
-178.753, -196.956, 12.733, 60.474
-178.654, -197.570, 12.722, 60.737
-178.436, -198.826, 12.768, 60.769
-178.362, -199.230, 12.798, 60.819
-178.241, -199.863, 12.859, 61.078
-177.982, -201.132, 13.014, 61.111
-177.892, -201.550, 13.074, 61.161
-177.750, -202.193, 13.171, 61.418
-177.447, -203.488, 13.384, 61.450
-177.343, -203.911, 13.456, 61.502
-177.172, -204.591, 13.553, 61.783
-176.822, -205.911, 13.743, 61.816
-176.702, -206.345, 13.809, 61.868
-176.504, -207.044, 13.895, 62.132
-176.108, -208.385, 14.050, 62.166
-175.968, -208.839, 14.101, 62.219
-175.742, -209.560, 14.179, 62.477
-175.299, -210.915, 14.324, 62.509
-175.152, -211.347, 14.370, 62.564
-174.893, -212.100, 14.450, 62.836
-174.402, -213.468, 14.595, 62.869
-174.233, -213.925, 14.644, 62.924
-173.949, -214.680, 14.724, 63.195
-173.412, -216.060, 14.870, 63.227
-173.232, -216.509, 14.917, 63.282
-172.920, -217.277, 14.999, 63.555
-172.337, -218.669, 15.148, 63.587
-172.146, -219.113, 15.196, 63.642
-171.810, -219.885, 15.279, 63.920
-171.182, -221.287, 15.430, 63.953
-170.970, -221.751, 15.480, 64.008
-170.614, -222.520, 15.564, 64.270
-169.942, -223.934, 15.719, 64.302
-169.722, -224.388, 15.769, 64.357
-169.338, -225.171, 15.856, 64.618
-168.624, -226.596, 16.014, 64.652
-168.379, -227.078, 16.067, 64.705
-167.988, -227.837, 16.152, 64.986
-167.234, -229.275, 16.312, 65.019
-166.981, -229.750, 16.366, 65.073
-166.560, -230.532, 16.454, 65.344
-165.766, -231.984, 16.619, 65.376
-165.506, -232.455, 16.672, 65.429
-165.077, -233.224, 16.760, 65.688
-164.247, -234.691, 16.928, 65.720
-163.977, -235.162, 16.982, 65.773
-163.527, -235.942, 17.072, 66.050
-162.662, -237.426, 17.243, 66.082
-162.381, -237.904, 17.298, 66.133
-161.928, -238.669, 17.387, 66.388
-161.031, -240.171, 17.561, 66.420
-160.745, -240.647, 17.617, 66.472
-160.272, -241.429, 17.708, 66.714
-159.345, -242.951, 17.886, 66.747
-159.039, -243.451, 17.945, 66.797
-158.569, -244.216, 18.034, 67.057
-157.617, -245.760, 18.215, 67.089
-157.305, -246.263, 18.274, 67.139
-156.824, -247.038, 18.365, 67.391
-155.849, -248.607, 18.550, 67.423
-155.534, -249.115, 18.610, 67.471
-155.058, -249.881, 18.700, 67.725
-154.066, -251.479, 18.888, 67.757
-153.747, -251.993, 18.948, 67.807
-153.245, -252.805, 19.043, 68.076
-152.242, -254.437, 19.231, 68.108
-151.922, -254.963, 19.287, 68.157
-151.431, -255.771, 19.342, 68.411
-150.435, -257.425, 19.286, 68.444
-150.114, -257.966, 19.230, 68.491
-149.652, -258.747, 19.119, 68.747
-148.699, -260.384, 18.847, 68.779
-148.398, -260.909, 18.751, 68.827
-147.953, -261.694, 18.618, 69.089
-147.056, -263.309, 18.416, 69.121
-146.774, -263.828, 18.371, 69.170
-146.350, -264.618, 18.319, 69.429
-145.503, -266.239, 18.268, 69.462
-145.228, -266.779, 18.265, 69.510
-144.836, -267.560, 18.272, 69.761
-144.036, -269.207, 18.323, 69.793
-143.785, -269.738, 18.348, 69.843
-143.396, -270.577, 18.395, 70.107
-142.641, -272.263, 18.510, 70.140
-142.399, -272.822, 18.551, 70.190
-142.038, -273.672, 18.610, 70.441
-141.331, -275.402, 18.745, 70.474
-141.101, -275.985, 18.793, 70.524
-140.764, -276.859, 18.848, 70.776
-140.108, -278.633, 18.965, 70.809
-139.898, -279.226, 19.007, 70.857
-139.599, -280.088, 19.051, 71.121
-138.999, -281.901, 19.150, 71.153
-138.811, -282.493, 19.186, 71.200
-138.544, -283.357, 19.219, 71.465
-138.004, -285.201, 19.220, 71.497
-137.837, -285.796, 19.204, 71.544
-137.602, -286.661, 19.150, 71.805
-137.130, -288.504, 18.964, 71.837
-136.987, -289.093, 18.890, 71.882
-136.792, -289.926, 18.788, 72.139
-136.393, -291.747, 18.581, 72.172
-136.271, -292.341, 18.513, 72.216
-136.115, -293.130, 18.436, 72.468
-135.785, -294.935, 18.301, 72.501
-135.686, -295.521, 18.267, 72.544
-135.560, -296.295, 18.232, 72.796
-135.294, -298.095, 18.174, 72.835
-135.200, -298.795, 18.153, 72.871
-135.117, -299.443, 18.126, 73.131
-134.911, -301.239, 18.040, 73.163
-134.852, -301.809, 18.011, 73.203
-134.781, -302.533, 17.973, 73.455
-134.631, -304.318, 17.871, 73.486
-134.590, -304.873, 17.837, 73.526
-134.542, -305.582, 17.798, 73.792
-134.445, -307.353, 17.698, 73.825
-134.418, -307.942, 17.662, 73.864
-134.392, -308.624, 17.625, 74.112
-134.345, -310.380, 17.527, 74.144
-134.336, -310.942, 17.494, 74.182
-134.328, -311.602, 17.460, 74.438
-134.329, -313.343, 17.367, 74.471
-134.335, -313.915, 17.335, 74.507
-134.345, -314.543, 17.302, 74.756
-134.392, -316.267, 17.211, 74.788
-134.412, -316.816, 17.181, 74.823
-134.437, -317.412, 17.150, 75.078
-134.528, -319.119, 17.061, 75.111
-134.564, -319.675, 17.031, 75.146
-134.604, -320.261, 17.001, 75.391
-134.739, -321.950, 16.914, 75.423
-134.788, -322.495, 16.886, 75.456
-134.841, -323.051, 16.858, 75.711
-135.020, -324.722, 16.773, 75.744
-135.084, -325.263, 16.744, 75.777
-135.152, -325.810, 16.717, 75.812
-135.227, -326.391, 16.688, 76.050
-135.460, -328.038, 16.605, 76.083
-135.541, -328.573, 16.578, 76.114
-135.623, -329.082, 16.553, 76.148
-135.714, -329.639, 16.525, 76.395
-136.002, -331.261, 16.443, 76.428
-136.102, -331.787, 16.417, 76.460
-136.202, -332.298, 16.391, 76.493
-136.311, -332.836, 16.365, 76.730
-136.657, -334.430, 16.284, 76.762
-136.773, -334.937, 16.258, 76.792
-136.887, -335.416, 16.235, 76.822
-137.003, -335.892, 16.211, 77.077
-137.407, -337.457, 16.133, 77.111
-137.549, -337.979, 16.106, 77.142
-137.682, -338.454, 16.082, 77.173
-137.817, -338.926, 16.059, 77.414
-138.280, -340.458, 15.981, 77.446
-138.433, -340.940, 15.957, 77.477
-138.583, -341.404, 15.933, 77.506
-138.730, -341.849, 15.911, 77.781
-139.249, -343.348, 15.834, 77.813
-139.423, -343.829, 15.810, 77.843
-139.584, -344.266, 15.787, 77.873
-139.749, -344.706, 15.765, 78.110
-140.319, -346.171, 15.689, 78.143
-140.512, -346.649, 15.664, 78.174
-140.696, -347.098, 15.641, 78.204
-140.877, -347.533, 15.618, 78.453
-141.493, -348.963, 15.543, 78.486
-141.699, -349.429, 15.519, 78.517
-141.897, -349.867, 15.495, 78.548
-142.099, -350.310, 15.472, 78.785
-142.753, -351.707, 15.398, 78.818
-142.971, -352.163, 15.375, 78.847
-143.165, -352.562, 15.362, 78.877
-143.365, -352.971, 15.357, 79.122
-144.054, -354.346, 15.385, 79.156
-144.292, -354.812, 15.410, 79.186
-144.505, -355.226, 15.437, 79.216
-144.717, -355.634, 15.468, 79.452
-145.443, -357.009, 15.598, 79.484
-145.676, -357.444, 15.646, 79.513
-145.891, -357.842, 15.693, 79.542
-146.110, -358.245, 15.743, 79.787
-146.874, -359.635, 15.930, 79.819
-147.126, -360.088, 15.995, 79.850
-147.367, -360.519, 16.058, 79.881
-147.612, -360.955, 16.124, 80.120
-148.414, -362.369, 16.344, 80.152
-148.677, -362.829, 16.418, 80.182
-148.919, -363.251, 16.487, 80.212
